Timestamp,Temperature,Light,Pollution_Level,Sound,Humidity,Dust,Bus_per_hour,Avg_Bus_Speed
2015-03-07 00:00,35.443908045977,14,24.151245210728,1871.3337164751,38.115316091954,623.35087835249,21,23
2015-03-07 01:00,34.9693965517241,10.3055555555556,21.3432950191571,1901.51379310345,39.1894348659004,597.132763409962,5,31
2015-03-07 02:00,34.6246072796935,0,20.1972222222222,1903.25862068965,40.4819827586207,596.653379310345,3,22
2015-03-07 03:00,34.7117432950192,0,24.4155172413793,1905.10689655172,42.9947222222222,589.287431034483,4,18
2015-03-07 04:00,33.9497030651341,0,22.1095785440613,1891.89272030651,45.5454597701149,544.311090038314,10,25
2015-03-07 05:00,33.8813314176245,0,19.0241379310345,1897.18697318008,45.09219348659,529.32087164751,16,32
2015-03-07 06:00,34.0069444444444,0,19.935153256705,1867.33486590038,44.5363697318008,540.164498084291,38,19
2015-03-07 07:00,33.4462164750958,0,21.073275862069,1908.75708812261,46.8686781609196,596.290840996169,39,24
2015-03-07 08:00,32.7736111111111,4.01666666666667,20.2409003831418,1918.09042145594,49.5047701149425,649.807901340996,48,13
2015-03-07 09:00,33.2506992337165,156.600383141762,20.7208812260536,1936.86704980843,48.4443965517241,741.217161877395,48,18
2015-03-07 10:00,34.0079022988506,746.2,22.9048850574713,1884.14444444444,46.422183908046,663.942068965517,43,17
2015-03-07 11:00,33.656714559387,1523.15335249042,20.4858237547893,1919.85632183908,47.9248275862069,657.0416848659,50,16
2015-03-07 12:00,34.4386398467433,2677.81599616858,21.2114942528736,1879.81264367816,46.6440996168582,664.112115900383,49,11
2015-03-07 13:00,35.48,2834.24779693487,21.9831417624521,1873.95325670498,43.2227586206897,660.696361111111,38,21
2015-03-07 14:00,34.8229022988506,1985.34875478927,20.3991379310345,1838.19885057471,43.1844444444444,657.376946360153,41,19
2015-03-07 15:00,35.2417816091954,1957.02126436782,20.1717432950192,1880.81034482759,41.8783524904215,642.678997126437,48,16
2015-03-07 16:00,35.4164463601533,2909.8316091954,19.9656130268199,1882.03026819923,40.7040517241379,667.772696360153,,
2015-03-07 17:00,35.6235823754789,1896.0127394636,19.3572796934866,1893.0061302682,39.2656609195402,609.930518199234,,
2015-03-07 18:00,34.7407471264368,1345.78936781609,18.7633141762452,1860.45747126437,41.8630172413793,621.174880268199,,
2015-03-07 19:00,33.4403448275862,357.90938697318,19.0949233716475,1925.08314176245,43.0810249042146,598.714095785441,,
2015-03-07 20:00,33.2016187739464,67.985632183908,32.0021072796935,1865.19310344828,44.5309578544061,599.648585249042,,
2015-03-07 21:00,31.918908045977,2.17777777777778,27.6181992337165,1900.56475095785,49.9975670498084,574.98779118774,,
2015-03-07 22:00,30.8600670498084,12.0689655172414,21.8064176245211,1898.2877394636,52.9637068965517,670.331727011494,,
2015-03-07 23:00,31.1084961685824,14,20.1770114942529,1880.51724137931,53.2791666666667,633.653230842912,,
2015-03-08 00:00,32.1794157088123,14,45.070785440613,1918.12298850575,50.8761206896552,622.76338697318,,
2015-03-08 01:00,31.8918199233717,8.12777777777778,19.9471264367816,1896.40038314176,51.7929022988506,704.628695402299,,
2015-03-08 02:00,31.269846743295,0,19.3340038314176,1893.29425287356,53.356408045977,648.172914750958,,
2015-03-08 03:00,32.1363888888889,0,20.8474137931034,1879.18429118774,51.8011973180077,580.87858908046,,
2015-03-08 04:00,32.3421647509578,0,21.3950191570881,1891.42720306513,51.3314176245211,590.581765325671,,
2015-03-08 05:00,32.4000957854406,0,21.747030651341,1868.84674329502,50.9872796934866,600.492185823755,,
2015-03-08 06:00,32.0751915708812,0,21.7235632183908,1851.71724137931,52.0074808429119,652.274472222222,,
2015-03-08 07:00,32.0446264367816,0,23.0611111111111,1884.2846743295,52.6371647509579,664.07121743295,,
2015-03-08 08:00,31.7877873563218,4.38333333333333,21.2018199233716,1882.42490421456,53.215632183908,704.031640804598,,
2015-03-08 09:00,31.7225957854406,196.134003831418,21.8727011494253,1889.53103448276,53.6509961685824,697.47849137931,,
2015-03-08 10:00,31.4388095238095,830.383333333333,20.2928571428571,1899.12380952381,54.7819047619048,842.342428571429,,
2015-03-08 13:00,36.5494891443167,6876.7462962963,20.248275862069,1853.78212005109,41.4429246487867,595.164417624521,20,18
2015-03-08 14:00,35.9126724137931,5756.1535440613,19.5010536398467,1889.50766283525,42.3177203065134,617.693543103448,33,21
2015-03-08 15:00,36.1629214559387,5900.29147509579,18.3022030651341,1858.20957854406,40.3223946360153,574.583340038314,31,19
2015-03-08 16:00,35.7315708812261,2295.08793103448,17.5380268199234,1860.51455938697,38.9948563218391,549.516917624521,35,16
2015-03-08 17:00,35.7486781609195,1309.72040229885,18.0616858237548,1883.98314176245,38.1161590038314,525.648770114943,23,17
2015-03-08 18:00,35.3106650246305,952.548399014778,18.4126436781609,1852.17027914614,39.5991584564861,586.084153530378,36,27
2015-03-08 19:00,33.822816091954,227.590900383142,18.6691570881226,1799.54559386973,41.5977011494253,713.442670498084,38,20
2015-03-08 20:00,33.9607183908046,122.542528735632,18.4019157088123,1799.71762452107,41.2675095785441,814.528995210728,33,18
2015-03-08 21:00,34.2234291187739,1.08888888888889,20.9180076628352,1874.91111111111,44.6923659003832,665.24122605364,24,18
2015-03-08 22:00,33.4864629049112,0,22.4823319400906,1895.28955067921,48.9815996168582,577.308421455939,22,19
2015-03-08 23:00,33.3452203065134,0,22.9580459770115,1897.59118773946,50.635316091954,630.988568007663,12,23
2015-03-09 00:00,32.5082088122605,0,20.4129310344828,1822.10766283525,52.1860057471264,715.233360153257,2,20
