Timestamp,Temperature,Light,Pollution_Level,Sound,Humidity,Dust,Bus_per_hour,Avg_Bus_Speed
2015-03-07 00:00,29.2230651340996,0,90.6459770114943,879.297318007663,42.2726149425287,21.592974137931,12,12
2015-03-07 01:00,29.6430555555556,0,86.8474137931034,880.840996168582,44.1217720306513,85.5377586206897,6,19
2015-03-07 02:00,29.8459099616858,0,86.3067049808429,880.56091954023,45.1187739463602,24.1293668582375,9,28
2015-03-07 03:00,29.9977011494253,0,85.6818007662835,880.861685823755,46.3611685823755,19.053775862069,5,18
2015-03-07 04:00,30.1080459770115,0,85.8913793103448,878.686973180077,47.2884961685824,20.9152902298851,9,30
2015-03-07 05:00,30.2100478927203,0,87.1396551724138,880.363601532567,47.7229980842912,26.248688697318,29,23
2015-03-07 06:00,30.3274904214559,0,87.4095785440613,878.011494252874,47.9549329501916,17.070367816092,76,18
2015-03-07 07:00,30.3999904214559,0,87.6628352490421,881.235249042145,48.1781800766283,23.9271149425287,97,16
2015-03-07 08:00,30.4736111111111,0,85.7322796934866,882.984291187739,48.5299521072797,95.7851206896552,111,13
2015-03-07 09:00,30.547969348659,0,86.861877394636,878.603831417625,48.7472605363985,20.8409396551724,111,11
2015-03-07 10:00,30.6240325670498,0,88.7579501915709,878.652107279693,48.5897222222222,16.7002595785441,105,8
2015-03-07 11:00,30.6994444444445,0,89.0958812260537,881.963218390805,48.81280651341,39.2558342911877,101,11
2015-03-07 12:00,30.7838793103448,0,89.4949233716475,892.605747126437,49.0997318007663,523.883946360153,92,10
2015-03-07 13:00,30.8772413793103,0,88.0764367816092,884.671647509579,49.4772030651341,228.538825670498,86,9
2015-03-07 14:00,30.886877394636,0,88.3052681992337,881.355555555555,49.7616091954023,42.9841791187739,82,9
2015-03-07 15:00,30.9316283524904,0,88.2719348659004,883.232567049808,50.0435344827586,21.4129329501916,90,4
2015-03-07 16:00,30.962653256705,0,87.3234674329502,899.535632183908,49.6310153256705,28.2632394636015,,
2015-03-07 17:00,29.2418295019157,0,85.167337164751,1363.75440613027,36.0674425287356,31.2759367816092,,
2015-03-07 18:00,28.4518390804598,0,83.0373563218391,1568.37701149425,32.538122605364,51.1819473180077,,
2015-03-07 19:00,28.5026149425287,0,91.6581417624521,1352.60574712644,33.2126819923372,82.4192365900383,,
2015-03-07 20:00,28.2709195402299,0,91.3644636015326,1213.10727969349,31.8908237547893,68.8009013409962,,
2015-03-07 21:00,29.0671072796935,0,88.5911877394636,915.286206896552,34.1436302681992,80.6456398467433,,
2015-03-07 22:00,29.9177107279693,0,89.3979885057471,885.028735632184,39.3561398467433,51.1504770114942,,
2015-03-07 23:00,30.1341570881226,0,92.7427203065134,884.082375478927,41.5253256704981,23.6965852490421,,
2015-03-08 00:00,30.2951340996168,0,93.6172413793104,883.782375478927,42.883132183908,19.9837739463602,,
2015-03-08 01:00,30.3958237547893,0,94.5583333333333,882.636781609195,43.5116858237548,11.6887614942529,,
2015-03-08 02:00,30.4612643678161,0,93.8204980842912,883.993103448276,44.1971168582375,18.9260775862069,,
2015-03-08 03:00,30.5456896551724,0,92.9021072796935,883.789655172414,44.6824137931034,12.1206063218391,,
2015-03-08 04:00,30.6180459770115,0,91.4140804597701,880.05632183908,45.1444444444444,21.4855833333333,,
2015-03-08 05:00,30.6980363984674,0,89.3409003831418,879.268582375479,45.6016570881226,26.2871954022989,,
2015-03-08 06:00,30.7005651340996,0,89.0532567049808,884.978927203065,45.9186111111111,9.40293965517241,,
2015-03-08 07:00,30.7588793103448,0,89.0727011494253,881.77509578544,46.1488697318008,11.6670162835249,,
2015-03-08 08:00,30.8008333333333,0,88.938601532567,881.808429118774,46.3985057471264,15.8866609195402,,
2015-03-08 09:00,30.864061302682,0,88.7649425287356,881.248275862069,46.5582950191571,19.6186963601532,,
2015-03-08 10:00,30.9039367816092,0,88.9973180076628,882.952490421456,46.7362164750958,16.4039827586207,,
2015-03-08 11:00,30.9454980842912,0,89.1574712643678,878.342528735632,47.1883716475096,17.1879425287356,,
2015-03-08 12:00,31.0008429118774,0,85.1765325670498,880.641762452107,48.1990134099617,18.0861513409962,,
2015-03-08 13:00,31.0311398467433,0,82.7818007662835,884.646360153257,48.9154885057471,20.6018544061303,47,8
2015-03-08 14:00,31.0902298850575,0,80.87030651341,887.888888888889,49.7101819923372,36.8772116858238,71,12
2015-03-08 15:00,31.1,0,80.3246168582375,881.957088122605,50.3316283524904,48.7884789272031,77,13
2015-03-08 16:00,31.1401436781609,0,80.532662835249,882.093103448276,50.7740708812261,22.6356666666667,80,11
2015-03-08 17:00,31.1988697318008,0,81.7545019157088,883.583141762452,51.0086781609195,22.2459396551724,83,13
2015-03-08 18:00,31.2,0,81.7924329501916,875.547126436782,51.1758333333333,20.5159013409962,63,9
2015-03-08 19:00,30.4631841817187,0,83.9353995621237,806.889436234264,53.0255774493706,867.582494663383,84,7
2015-03-08 20:00,31.1266954022989,0,86.0050766283525,737.286973180077,51.5119827586207,894.008663793104,59,13
2015-03-08 21:00,31.2391187739464,0,92.1138888888889,737.059003831417,50.6152777777778,902.610423371647,43,17
2015-03-08 22:00,31.2997222222222,0,96.6213601532567,739.626819923371,50.278132183908,863.663156130268,26,13
2015-03-08 23:00,31.3025287356322,0,98.3105363984674,746.985057471264,50.1188984674329,905.420499042145,11,9
2015-03-09 00:00,31.3486302681992,0,97.7356321839081,740.683524904215,50.1,868.166215517241,5,24
2015-03-09 01:00,31.3809003831417,0,97.4504789272031,749.850957854406,50.0813888888889,1150.91774137931,5,28
